timestamp,open,high,low,close,volume
2024-10-25 00:00:00,2536.24,2538.81,2510.98,2520.52,375.96751801
2024-10-25 04:00:00,2521.35,2521.73,2461.65,2483.19,833.18265467
2024-10-25 08:00:00,2483.2,2546.12,2478.02,2544.6,739.88084197
2024-10-25 12:00:00,2544.68,2571.18,2510.18,2524.95,851.21960835
2024-10-25 16:00:00,2524.95,2537.22,2455.58,2477.54,1728.84930116
2024-10-25 20:00:00,2477.73,2497.09,2383.98,2440.74,2107.78490551
2024-10-26 00:00:00,2440.43,2458.09,2430.72,2451.9,1133.23509424
2024-10-26 04:00:00,2451.98,2480.1,2451.98,2466.31,729.69358939
2024-10-26 08:00:00,2466.02,2479.29,2463.64,2472.39,688.11680088
2024-10-26 12:00:00,2472.48,2477.37,2442.71,2457.83,700.76443352
2024-10-26 16:00:00,2457.84,2487.35,2456.91,2485.81,525.25278496
2024-10-26 20:00:00,2486.21,2508.04,2481.79,2483.06,351.5588421
2024-10-27 00:00:00,2482.78,2484.83,2470.98,2484.83,201.10643139
2024-10-27 04:00:00,2483.83,2486.71,2478.78,2480.43,184.66859833
2024-10-27 08:00:00,2480.67,2484.06,2446.23,2469.23,604.64785504
2024-10-27 12:00:00,2469.22,2506.95,2469.22,2500.97,466.51732435
2024-10-27 16:00:00,2500.98,2510.17,2486.16,2492.44,512.59844605
2024-10-27 20:00:00,2492.87,2527.9,2490.47,2507.67,462.80195327
2024-10-28 00:00:00,2508.27,2511.53,2472.12,2477.57,431.61433542
2024-10-28 04:00:00,2476.21,2525.8,2473.28,2512.44,431.76463344
2024-10-28 08:00:00,2512.43,2544.08,2505.46,2527.53,824.8286774
2024-10-28 12:00:00,2527.53,2538.85,2500.0,2501.08,969.11291606
2024-10-28 16:00:00,2500.38,2523.96,2490.17,2505.4,1375.62396959
2024-10-28 20:00:00,2505.41,2588.56,2505.05,2566.82,1739.57550073
2024-10-29 00:00:00,2566.97,2630.24,2561.23,2607.2,1095.81072557
2024-10-29 04:00:00,2607.19,2624.88,2607.18,2612.76,637.86044682
2024-10-29 08:00:00,2612.76,2639.69,2612.75,2631.76,874.46559872
2024-10-29 12:00:00,2631.14,2653.54,2611.74,2648.96,1082.33507658
2024-10-29 16:00:00,2648.92,2681.43,2622.92,2624.73,1850.6234292
2024-10-29 20:00:00,2624.53,2646.69,2607.22,2637.87,884.27921615
2024-10-30 00:00:00,2637.88,2650.56,2600.66,2642.54,573.2716995
2024-10-30 04:00:00,2643.56,2684.16,2635.7,2668.16,578.55734425
2024-10-30 08:00:00,2669.85,2695.0,2657.62,2659.16,1347.85023066
2024-10-30 12:00:00,2659.16,2722.54,2652.52,2683.21,1956.32180171
2024-10-30 16:00:00,2683.47,2696.73,2653.3,2654.18,704.64150829
2024-10-30 20:00:00,2655.15,2684.9,2636.62,2658.92,1010.53001273
2024-10-31 00:00:00,2658.93,2668.15,2639.87,2656.39,504.57215183
2024-10-31 04:00:00,2656.45,2657.8,2632.94,2647.37,443.39143627
2024-10-31 08:00:00,2647.38,2648.96,2623.29,2639.42,683.18324452
2024-10-31 12:00:00,2639.41,2640.64,2543.0,2561.78,1660.4134512
2024-10-31 16:00:00,2561.4,2565.9,2507.0,2516.08,927.81053369
2024-10-31 20:00:00,2515.57,2528.29,2503.46,2519.55,4392.29976959
2024-11-01 00:00:00,2519.54,2532.71,2466.64,2503.3,1130.12033969
2024-11-01 04:00:00,2503.31,2515.22,2486.13,2504.2,520.03813338
2024-11-01 08:00:00,2504.2,2525.77,2495.23,2516.06,1018.15074757
2024-11-01 12:00:00,2516.62,2586.69,2483.23,2500.23,2182.26182487
2024-11-01 16:00:00,2500.69,2537.68,2496.11,2514.18,796.00308032
2024-11-01 20:00:00,2515.15,2527.53,2487.54,2513.01,421.92208398
2024-11-02 00:00:00,2513.0,2523.08,2502.27,2506.63,342.72253128
2024-11-02 04:00:00,2506.33,2514.15,2500.0,2507.93,218.91326453
2024-11-02 08:00:00,2507.78,2510.31,2492.84,2502.27,486.2051761
2024-11-02 12:00:00,2501.97,2503.86,2469.0,2489.98,786.40969164
2024-11-02 16:00:00,2489.34,2496.08,2480.11,2492.88,470.31007339
2024-11-02 20:00:00,2492.89,2497.63,2485.6,2493.12,220.89180048
2024-11-03 00:00:00,2493.11,2496.76,2422.52,2449.92,998.633003
2024-11-03 04:00:00,2449.42,2462.91,2440.89,2450.02,336.69278652
2024-11-03 08:00:00,2450.01,2463.13,2444.35,2455.03,851.25198516
2024-11-03 12:00:00,2455.02,2460.0,2415.0,2443.35,696.80761984
2024-11-03 16:00:00,2442.95,2459.11,2410.0,2453.02,729.39511052
2024-11-03 20:00:00,2453.09,2474.66,2447.37,2456.7,605.22190805
2024-11-04 00:00:00,2456.69,2490.13,2435.34,2473.63,320.80815459
2024-11-04 04:00:00,2474.07,2481.87,2456.52,2459.61,282.68416899
2024-11-04 08:00:00,2459.65,2478.66,2448.33,2470.13,386.48521321
2024-11-04 12:00:00,2470.56,2484.68,2432.59,2442.9,484.05831036
2024-11-04 16:00:00,2442.88,2447.44,2405.56,2431.26,1100.02856197
2024-11-04 20:00:00,2431.0,2431.9,2358.89,2398.65,1355.72841148
2024-11-05 00:00:00,2398.22,2420.23,2381.9,2420.23,558.75234539
2024-11-05 04:00:00,2420.12,2445.64,2417.97,2443.54,427.71504814
2024-11-05 08:00:00,2443.55,2447.85,2430.09,2440.85,392.91131978
2024-11-05 12:00:00,2440.85,2479.49,2427.19,2439.99,1408.87049842
2024-11-05 16:00:00,2441.45,2473.97,2401.0,2408.41,1279.22065225
2024-11-05 20:00:00,2408.41,2439.58,2401.64,2422.82,687.8978206
2024-11-06 00:00:00,2422.83,2634.36,2421.31,2579.72,2539.13887762
2024-11-06 04:00:00,2580.1,2644.07,2560.3,2593.74,2667.13538062
2024-11-06 08:00:00,2593.73,2637.42,2570.99,2629.67,1938.05919823
2024-11-06 12:00:00,2628.91,2666.13,2610.08,2635.02,1742.90420403
2024-11-06 16:00:00,2635.01,2685.0,2635.0,2685.0,1555.33450412
2024-11-06 20:00:00,2685.99,2745.0,2668.87,2720.93,2094.87559517
